,World,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bonaire,Bosnia Herzegovina,Botswana,Br. Virgin Isds,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Isds,Central African Rep.,Chad,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Isds,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. People's Rep. of Korea,Dem. Rep. of the Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,FS Micronesia,Faroe Isds,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City State),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Dem. Rep.,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Isds,Martinique (Overseas France),Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Mariana Isds,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Rep. of Korea,Rep. of Moldova,Romania,Russian Federation,Rwanda,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Maarten,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Isds,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Turks and Caicos Isds,Tuvalu,Türkiye,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Rep. of Tanzania,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Isds,Yemen,Zambia,Zimbabwe
Montenegro,610737602.3699999,24881.88,31747878.833,0.0,0.0,3115.774,0.0,0.0,1951.605,47231.91,0.0,272911.719,4315612.288,4409029.803,395.827,3183.853,23070.252,0.0,102866.03,1507224.652,0.0,0.0,0.0,0.0,0.0,0.0,48824306.593,0.0,12159.667,39680.714,1364.003,1674344.903,0.0,0.0,0.0,2622.767,201155.222,210589.89,0.0,0.0,972.341,3149.473,23351728.912,182293.978,776.985,5112.577,0.0,1501876.065,0.0,0.0,7271383.131,0.0,0.0,268846.215,15073583.547,0.0,0.0,0.0,10085986.758,0.0,0.0,0.0,0.0,84537.994,0.0,0.0,0.0,108402.995,39183.552,367616.795,0.0,0.0,0.0,24931.903,4049952.436,0.0,24231.706,0.0,267239.245,17225769.842,2430.992,27158.767,6570222.592,0.0,200.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071157.317,3218.374,543054.658,4329.782,1524.221,113775.166,204365.893,7652302.926,21341259.29,3678.191,210561.514,1286.707,17120.854,22561.169,0.0,41360.392,86023.107,513.865,1060338.352,26378.19,0.0,0.0,281350.949,7041344.157,16897079.721,0.0,0.0,73179.535,0.0,1728.75,424504.378,5239.237,0.0,0.0,565.619,113044.796,680.346,0.0,0.0,147700.7,862.428,0.0,0.0,0.0,0.0,0.0,1974584.077,0.0,1396.155,0.0,649.623,11240.692,0.0,13241658.301,14162.744,4819.361,0.0,0.0,41440.663,0.0,632.0,17220.425,12222.466,25912927.002,43072.817,33159.898,222056.196,118343.836,1245456.576,540860.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70550.364,14062.038,199610463.077,0.0,827.571,104974.834,61071.828,34308765.239,0.0,0.0,4190.412,0.0,5581634.949,0.0,0.0,7057.02,464297.039,2935210.913,40195324.664,0.0,0.0,120446.214,0.0,0.0,0.0,0.0,2385.415,1540.275,0.0,0.0,0.0,13417695.46,5463584.405,0.0,19787832.621,5229892.728,1011841.967,0.0,3880.264,186876.009,0.0,0.0,361438.581,0.0,0.0,315.329,281.793
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,8083771628.1,139729.7,4798.1,5888.9,0.0,44642924.9,0.0,0.0,22388.4,4101540.0,0.0,394413.1,0.0,4046.1,405776.7,28115324.7,3343786.3,0.0,0.0,123167676.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19242167.0,0.0,1300330.0,1978.6,16722605.6,0.0,450371.1,10812.7,5048.5,21160.5,21987270.8,0.0,60340.0,0.0,0.0,1349283253.3,49492104.1,0.0,9279.7,0.0,19653397.5,0.0,0.0,2348732.6,49335.8,0.0,61582.5,223808.2,240939.3,5448.6,3746042.7,1283579.6,0.0,0.0,0.0,0.0,9762566.8,0.0,0.0,0.0,0.0,19011633.8,31257.3,95645.5,1304.1,0.0,73943.5,15605764.0,11677.1,42337.9,0.0,8258.9,12340707.6,86264.9,0.0,42176373.9,0.0,0.0,0.0,44190.4,0.0,0.0,0.0,0.0,0.0,482160.2,10608.8,1469230340.8,23386481.9,0.0,415.9,9405.0,838911.1,82930070.1,0.0,82903153.9,10099.0,0.0,295361.0,0.0,8059012.2,0.0,8075.2,17328.2,16818.6,6222166.8,77390.8,0.0,0.0,5559655.6,3498607.0,43762950.3,138092364.1,0.0,0.0,5611.2,172928.5,0.0,88492.3,10205138.6,5973418.6,0.0,0.0,0.0,3475919.9,0.0,0.0,0.0,438436.7,0.0,79064.8,294031762.3,0.0,17962.1,0.0,8079.2,2819132.9,0.0,0.0,11757.9,2221345.8,4341064.8,0.0,0.0,0.0,0.0,0.0,1276129.6,98312763.3,22530483.9,1308.0,405914222.8,0.0,2656054.3,268705.6,15664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40443609.8,11859418.8,398610.2,0.0,0.0,715537734.9,0.0,17227198.5,0.0,0.0,1210031968.5,0.0,71486933.8,43766.4,0.0,0.0,0.0,2896242.1,113117018.6,0.0,0.0,135348799.4,1727.1,11615.5,0.0,0.0,2702.7,12116.4,0.0,0.0,0.0,7911785.7,96570792.9,89428.3,244274.4,179513599.3,329975009.5,2581679.2,0.0,699424.8,0.0,0.0,350747744.4,0.0,0.0,173082186.4,113819609.5
Myanmar,14850846627.504002,0.0,0.0,397884.05,0.0,0.0,0.0,0.0,5612974.69,1125.0,0.0,59944660.08,374326.39,99441.68,0.0,2753045.13,67178760.94,0.0,444566.4,259577759.65,0.0,266900.0,0.0,0.0,0.0,0.0,0.0,37680.0,0.0,9051271.11,170536.91,15353124.42,5125000.0,0.0,0.0,41362134.57,38080575.0,51809360.9,0.0,202800.0,0.0,9507274.99,3456722380.856,147080191.4,23788.3,4681690.7,0.0,189150.0,0.0,18571.7,4942240.61,0.0,0.0,153982.45,20659086.89,64077483.83,0.0,0.0,100871071.82,0.0,0.0,93767.2,686856.02,93283.64,63965.0,0.0,0.0,312374.0,0.0,0.0,0.0,0.0,648000.0,1736893.48,123004955.3,0.0,0.0,15855.0,446069.86,631960923.95,1080025.06,0.0,8848180.69,0.0,0.0,65599.8,0.0,0.0,0.0,0.0,0.0,75405.2,2082325.14,0.0,1275728434.22,513598215.08,268435.0,17577697.13,1721945.98,11312095.21,293410081.9,0.0,1073788072.17,872246.76,1785820.34,76196.0,0.0,5980760.16,0.0,109588.34,676849.0,465497.66,0.0,0.0,145942.0,2851242.06,0.0,3072500.0,0.0,237897123.34,29155.0,0.0,6129.0,0.0,0.0,937.2,246222.18,32399209.92,159655.02,49668.66,0.0,1585135.86,33364339.5,0.0,0.0,0.0,0.0,4457527.98,219151268.47,0.0,1331966.2,4221.6,0.0,22429.13,0.0,15565.0,1443272.39,7241266.54,84006108.34,0.0,3592234.05,21805.2,1652888.75,6226456.18,262032828.9,433470221.5,14667820.42,5668106.13,449384247.29,0.0,43955127.29,35342584.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291200.0,41307253.142,37198860.24,865872.01,0.0,0.0,126853731.67,2074716.33,33237473.29,343884.63,0.0,6417639.98,0.0,242706456.3,2839005.45,0.0,0.0,0.0,81605502.42,1138494.39,0.0,0.0,2903829927.186,1905800.0,3194500.0,0.0,0.0,0.0,21274.0,0.0,0.0,0.0,158732588.72,473115749.67,0.0,211566.39,70679825.75,200482871.89,0.0,2398453.45,0.0,76247.45,223455.9,238137791.85,0.0,104025.0,0.0,0.0
N. Mariana Isds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,6525642032.12,0.0,7625.08,6251.23,32106.819,49363850.874,9084.432,1020070.268,15483.19,660.164,0.0,8950023.222,492600.542,8207.212,4937304.711,18900.434,30415.137,153397.374,172166.297,341239798.605,114488.769,290902.877,1362397.825,0.0,0.0,0.0,7195.348,972732863.319,7465.061,784930.022,2819.885,41010.856,539600.949,58346.696,0.0,32403.272,4301927.392,137617421.255,7756178.139,0.0,82.521,239.309,1122510416.619,44212898.99,17077.213,1117.174,0.0,8675189.136,119595.571,0.0,27014.647,91255.176,0.0,11521112.801,219285.034,10861111.704,0.0,215704277.916,3766825.297,149300.087,34396.795,1598.671,0.0,76635.509,0.0,10541.244,34.274,8144.319,83326.015,17002.608,0.0,17840.643,0.0,28611834.791,195361051.325,0.0,2336307.536,170.542,1973.89,39424493.144,2880899.547,42189.986,6213387.178,0.0,0.0,0.0,110827.292,416619.331,5975.624,0.0,0.0,0.0,145790.149,918.844,45765363.681,361662.66,6789.017,2960.286,2062898.458,17916620.57,70484148.868,0.0,4409570.508,355416.997,683834.667,3007345.289,44994.15,901657.334,0.0,25072.48,116821.329,146308.324,166050.476,3593305.03,450369.908,232346.225,354847.022,10.563,798076.056,16403478.606,95630.098,120458.963,18776027.442,6169353.995,0.0,34832.349,2841224.166,148410.94,716.278,0.0,0.0,1149556.608,42640011.234,0.0,0.0,0.0,395.654,0.0,221192971.481,0.0,148531.54,0.0,2127.158,10832878.99,0.0,0.0,37838213.73,493660.7,112616.838,349577.136,1211658.548,0.0,0.0,9.462,21211.802,16513758.288,15219731.637,124253.449,4766567.752,0.0,1634647.547,5608953.476,3669.247,0.0,1581090.243,191589.601,0.0,0.0,0.0,559210.474,0.0,0.0,0.0,19942481.955,138677.613,22063.893,152026.983,81519.325,27591823.113,42324.897,10186.657,0.0,0.0,1242371544.194,0.0,310900286.754,316367.644,0.0,19296.969,42677.846,1079914.233,16601267.186,0.0,0.0,29539578.159,0.0,2788782.764,0.0,0.0,0.0,0.0,101.576,19203.689,0.0,2414051.14,173978690.059,423827.618,12232.4,188168535.09,53849666.454,5185383.323,64717.254,0.0,1544823.066,0.0,2928313.626,519.769,0.0,612426978.298,48524017.535
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,697850509219.694,23477356.05,138226989.908,783324587.004,22712404.225,244539696.464,1347250.865,24876024.316,1038786001.286,136234031.992,170439810.028,3769726152.309,8843105805.543,206053361.315,37751244.036,206692036.141,228508413.349,31368204.01,185403683.086,85660133034.075,9442833.254,47453449.203,6979138.334,1254643.475,27772798.058,136430715.675,294293928.256,7092619.431,12544129.279,4282058308.423,31645484.99,1895924622.376,68650699.376,5547066.725,91431018.645,45588215.427,144088058.452,4377004720.21,2384005183.791,11280496.635,43400040.453,790583368.071,22236717949.944,2001173037.213,27468080.899,800721677.313,4922409.808,128402411.889,540689.088,273687310.37,1557961086.812,146132786.626,358298658.876,575858762.484,9146269953.154,362808140.539,2174667.948,88440510.755,9635797605.29,13769066.823,4928793.688,226801409.526,238436682.334,1743975339.634,60439812.078,30692305.038,2850766.079,1096396387.499,6774881.235,94973321.929,650362.37,53290509.465,13084602.973,6072351195.251,56552735836.423,61386901.475,101680302.191,47822822.358,233179035.485,160499364594.384,1253640489.281,730193508.933,3831315977.391,27782640.144,53825504.149,142148839.642,130665119.582,22898388.577,151599722.56,31492505.665,3187191.573,73063577.5,4885606391.455,1004578427.581,2906328673.787,1078241810.542,461443864.524,664851907.477,9118467027.036,2473842554.154,29437525959.057,81437683.442,5475129482.051,497077482.062,936144122.036,568962275.804,82637.583,739558329.616,133027383.547,7946396.808,1009003174.006,301147458.503,824808.547,40269581.852,464921027.987,1904967798.551,2145083950.032,39147353.555,15798731.508,1325625407.546,23308370.483,102965757.791,539695565.411,687918534.778,0.0,132919796.012,71281664.29,2515604969.207,68315481.818,105616561.656,1179449.422,1427662790.298,108530721.676,14628251.773,131203.995,42443832.001,51401.166,26876349.996,0.0,14693000.854,730739395.612,38419998.215,27577499.822,1952312392.751,0.0,191128919.376,6828989707.167,498820718.571,452834399.281,82934.156,218933737.496,23144931.033,97807350.077,324039580.097,691481544.001,21793021590.993,5034833760.1,876972609.826,10107248577.226,165340700.527,4573809483.608,2587161192.289,28356398.12,5474338.334,135439.349,4468170.447,11037559.588,0.0,1717183.611,10143040.327,1497454.966,27065435.368,1784287.953,4776121831.74,359179921.141,1059570645.863,17745430.648,51041702.785,3598384220.381,2268553157.533,1658556415.16,2113808.942,11541271.312,2644352148.497,7585023.527,24301490968.099,89916377.642,35829545.72,14972011.477,242265678.978,14527068144.564,8958626842.214,36747580.778,21186565.996,1418309193.9,3547427.273,179781079.194,1161408.305,109653.8,88816274.285,347956706.245,109312029.352,4370831.973,31895.587,8122508793.253,41367169534.11,119367964.03,1481195316.786,4635933771.925,44948478162.567,189735433.548,168498510.883,250757594.456,664304.513,43000829.315,1210541927.505,1599809.192,66066808.271,53626040.913,25921135.169
New Caledonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,40924202078.939,0.0,709046.224,520268024.698,2184.822,4590615.291,44868.138,1314657.154,16833468.715,2491081.031,824590.032,5347057347.227,23049865.896,523223.161,3905272.27,30160275.382,309502695.717,16938857.639,1164450.93,177579012.494,519406.077,6158513.312,3569571.613,243885.47,191316.59,0.0,225985.664,210494.003,3161616.889,64607218.551,6528375.874,14546390.163,77710.071,0.0,43536.063,14213153.332,26185372.646,653861436.814,707026.625,3345.622,0.0,85594374.428,10739453628.182,739276260.615,2164888.285,10274737.733,693.575,2418788.834,94690219.011,7656970.3,2988989.909,3391575.176,788180.364,7520538.744,24159195.154,23070386.884,0.0,1393273.836,97508683.244,1533414.748,79525.108,14313931.737,4097562.649,174073850.771,32874776.575,2836993.462,5138.871,6830705.641,1398.044,146320.146,3867132.9,2061186.697,373199944.894,6402809.723,308171054.445,126070586.269,1150228.403,3091.433,57669132.228,480762869.497,16927752.569,765545.363,45214912.082,3266.945,3905182.698,47667782.328,1259359.97,0.0,22522410.475,7143.34,0.0,4950635.864,3865516.979,1335206.587,434651311.825,974596392.505,1306041.329,6660924.377,71931992.988,12958685.306,170485866.13,34348209.783,2316038392.974,44345994.973,3126846.139,2053750.433,13234622.3,60591146.14,1166127.372,955816.144,4650852.232,5454300.327,0.0,2025094.765,98860104.117,13207465.746,923742.227,914320.862,79283.627,898030917.529,16041946.965,724292.168,2446928.255,6586416.493,0.0,1802799.696,64668664.709,288494528.024,8447195.076,434662.815,0.0,18367405.158,490759.487,2307175.89,3566359.138,852270.096,1243695.823,11002982.552,699068387.307,71775148.172,0.0,57484.428,0.0,126214619.311,15249619.071,10603.953,31662418.122,113805629.828,20284037.117,661649.502,32826022.358,149496148.988,772886.003,94001598.151,529908302.769,83732299.476,26526482.1,32583521.012,1290313339.315,351572.997,9319998.87,10971879.399,76008.21,0.0,784.357,3033.937,2642129.108,0.0,0.0,1613908.198,104695272.82,0.0,5071.693,670570184.862,3183222.42,2892487.946,998612.635,135558.838,1058646464.386,8725805.905,2204119.461,20770900.237,450004.382,100097397.988,0.0,117222276.595,203303942.029,15764.007,0.0,296955.468,55861871.5,53351046.576,1441164.413,4306.097,766382238.665,3530269.627,9617103.22,113711.826,68135893.44,50665420.744,3629314.094,0.0,410850.068,7443741.335,29576869.75,5433820880.544,358993.525,6452684.796,669833757.55,1044245648.141,4237501.42,11951757.032,126579.279,35908512.974,1051003.582,565685865.609,5992131.536,15822219.819,321179.154,1068078.482
